id_cliente,id_sucursal,id_producto,fecha_liquidacion,cod_zona,cant_cajafisicavta,cant_cajaunitvta,imp_netovta,cod_compania,desc_compania,desc_sucursal,cod_pais,fecha_creacion_cliente,cod_cliente,desc_marca,desc_formato,desc_categoria,cod_giro,cod_subgiro,desc_giro,desc_subgiro,fecha_proceso,cod_articulo_magic,dias_de_visita__c,periodo_de_visita__c,ultima_visita,new_segment,cod_ruta,cod_modulo,cod_sucursal,desc_articulo,mes
MX|0030|1602149,MX|0030|84,MX|0030|517262,2025-02-13,1175,5.0,1.1825,833.8801,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1602149,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517262,3,F1,2026-02-18,BLINDAR,1155,11553,84,VOLT MORA REGULAR LATA 473 ML 15,2025-02-01
MX|0030|1800216,MX|0030|84,MX|0030|599111,2025-04-04,1175,10.0,1.892,1415.1841,0030,AJEMEX,LOS REYES LA PAZ,MX,20230423.0,1800216,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,599111,3,F1,2026-02-18,BLINDAR,1155,11553,84,VOLT MORA LATA 473 ML 12,2025-04-01
MX|0030|1598353,MX|0030|84,MX|0030|523463,2025-03-13,1175,1.0,0.15,71.047,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1598353,BIG,0.3,GASEOSAS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,523463,3,F1,2026-02-18,BLINDAR,1155,11553,84,BIG COLA PET NO RETORNABLE 300 ML 15,2025-03-01
MX|0030|1703691,MX|0030|84,MX|0030|523439,2025-03-06,1175,2.0,0.3,93.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20190629.0,1703691,CIFRUT,0.3,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,523439,3,F1,2026-02-18,BLINDAR,1155,11553,84,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 300 ML 15",2025-03-01
MX|0030|1770177,MX|0030|84,MX|0030|517262,2025-06-12,1175,2.0,0.473,374.0708,0030,AJEMEX,LOS REYES LA PAZ,MX,20211104.0,1770177,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517262,3,F1,2026-02-18,DESARROLLAR,1155,11553,84,VOLT MORA REGULAR LATA 473 ML 15,2025-06-01
MX|0030|1703691,MX|0030|84,MX|0030|523439,2025-08-21,1175,2.0,0.3,37.9984,0030,AJEMEX,LOS REYES LA PAZ,MX,20190629.0,1703691,CIFRUT,0.3,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,523439,3,F1,2026-02-18,BLINDAR,1155,11553,84,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 300 ML 15",2025-08-01
MX|0030|1597053,MX|0030|84,MX|0030|598901,2025-07-03,1175,1.0,0.606,165.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1597053,CIFRUT,3.03,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,598901,3,F1,2026-02-18,BLINDAR,1155,11553,84,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,2025-07-01
MX|0030|1598353,MX|0030|84,MX|0030|599590,2025-06-20,1175,2.0,0.4,178.5388,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1598353,SPORADE,1.0,BEBIDAS DEPORTIVAS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,599590,3,F1,2026-02-18,BLINDAR,1155,11553,84,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,2025-06-01
MX|0030|1770177,MX|0030|84,MX|0030|522353,2025-02-13,1175,1.0,0.25,60.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20211104.0,1770177,VIDA,0.625,AGUA,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522353,3,F1,2026-02-18,DESARROLLAR,1155,11553,84,VIDA AGUA PET NO RETORNABLE 625 ML 12,2025-02-01
MX|0030|1722182,MX|0030|84,MX|0030|500354,2025-03-13,1175,2.0,0.7288,232.9915,0030,AJEMEX,LOS REYES LA PAZ,MX,20191014.0,1722182,BIG,0.911,GASEOSAS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,500354,3,F1,2026-02-18,OPTIMIZAR,1155,11553,84,BIG COLA 0.911ml PET NO RETORNABLE 12 PACK,2025-03-01
MX|0030|1598002,MX|0030|84,MX|0030|598901,2025-06-12,1175,1.0,0.606,165.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1598002,CIFRUT,3.03,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,598901,3,F1,2026-02-18,BLINDAR,1155,11553,84,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,2025-06-01
MX|0030|1598353,MX|0030|84,MX|0030|523595,2025-03-13,1175,1.0,0.1,66.6147,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1598353,PULP,0.25,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,523595,3,F1,2026-02-18,BLINDAR,1155,11553,84,PULP MANGO PET NO RETORNABLE 250 ML 12,2025-03-01
MX|0030|1599986,MX|0030|84,MX|0030|800060,2025-03-20,1175,3.0,0.005,63.9975,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1599986,D GUSSTO,0.05,CAFE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,800060,3,F1,2026-02-18,BLINDAR,1155,11553,84,D GUSSTO CAFE SUPREMO VIDRIO NO RETORNABLE 50 GRS 1,2025-03-01
MX|0030|1603049,MX|0030|84,MX|0030|517262,2025-03-06,1175,1.0,0.2365,177.5504,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1603049,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517262,3,F1,2026-02-18,BLINDAR,1155,11553,84,VOLT MORA REGULAR LATA 473 ML 15,2025-03-01
MX|0030|1722182,MX|0030|84,MX|0030|522512,2025-09-04,1175,1.0,0.1892,122.5624,0030,AJEMEX,LOS REYES LA PAZ,MX,20191014.0,1722182,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522512,3,F1,2026-02-18,OPTIMIZAR,1155,11553,84,VOLT PONCHE DE FRUTA LATA 473 ML 12,2025-09-01
MX|0030|1591866,MX|0030|84,MX|0030|522355,2025-07-17,1175,4.0,2.4,306.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1591866,VIDA,3.0,AGUA,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522355,3,F1,2026-02-18,DESARROLLAR,1155,11553,84,VIDA AGUA PET NO RETORNABLE 3000 ML 6,2025-07-01
MX|0030|1599986,MX|0030|84,MX|0030|800060,2025-03-13,1175,3.0,0.005,63.9975,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1599986,D GUSSTO,0.05,CAFE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,800060,3,F1,2026-02-18,BLINDAR,1155,11553,84,D GUSSTO CAFE SUPREMO VIDRIO NO RETORNABLE 50 GRS 1,2025-03-01
MX|0030|1770177,MX|0030|84,MX|0030|522713,2025-02-13,1175,1.0,0.1892,126.0096,0030,AJEMEX,LOS REYES LA PAZ,MX,20211104.0,1770177,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522713,3,F1,2026-02-18,DESARROLLAR,1155,11553,84,VOLT UVA LATA 473 ML 12,2025-02-01
