id_cliente,id_sucursal,id_producto,fecha_liquidacion,cod_zona,cant_cajafisicavta,cant_cajaunitvta,imp_netovta,cod_compania,desc_compania,desc_sucursal,cod_pais,fecha_creacion_cliente,cod_cliente,desc_marca,desc_formato,desc_categoria,cod_giro,cod_subgiro,desc_giro,desc_subgiro,fecha_proceso,cod_articulo_magic,dias_de_visita__c,periodo_de_visita__c,ultima_visita,new_segment,cod_ruta,cod_modulo,cod_sucursal,desc_articulo,mes
MX|0030|1736668,MX|0030|84,MX|0030|517140,2025-03-06,1175,1.0,0.2365,198.678,0030,AJEMEX,LOS REYES LA PAZ,MX,20200721.0,1736668,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517140,3,F1,2026-02-18,OPTIMIZAR,1158,11583,84,VOLT GUARANA REGULAR LATA 473 ML 15,2025-03-01
MX|0030|1605036,MX|0030|84,MX|0030|517140,2025-06-12,1175,1.0,0.2365,187.0404,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1605036,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517140,3,F1,2026-02-18,DESARROLLAR,1158,11583,84,VOLT GUARANA REGULAR LATA 473 ML 15,2025-06-01
MX|0030|1600024,MX|0030|84,MX|0030|598901,2025-03-06,1175,1.0,0.606,160.0,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1600024,CIFRUT,3.03,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,598901,3,F1,2026-02-18,BLINDAR,1158,11583,84,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,2025-03-01
MX|0030|1600849,MX|0030|84,MX|0030|517262,2025-06-12,1175,2.0,0.473,374.0708,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1600849,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517262,3,F1,2026-02-18,DESARROLLAR,1158,11583,84,VOLT MORA REGULAR LATA 473 ML 15,2025-06-01
MX|0030|1600024,MX|0030|84,MX|0030|517140,2025-03-27,1175,1.0,0.2365,198.678,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1600024,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,517140,3,F1,2026-02-18,BLINDAR,1158,11583,84,VOLT GUARANA REGULAR LATA 473 ML 15,2025-03-01
MX|0030|1668584,MX|0030|84,MX|0030|523439,2025-07-18,1175,3.0,0.45,176.664,0030,AJEMEX,LOS REYES LA PAZ,MX,20181009.0,1668584,CIFRUT,0.3,JUGOS LIGEROS,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,523439,3,F1,2026-02-18,OPTIMIZAR,1158,11583,84,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 300 ML 15",2025-07-01
MX|0030|1667273,MX|0030|84,MX|0030|522512,2025-03-20,1175,1.0,0.1892,130.7459,0030,AJEMEX,LOS REYES LA PAZ,MX,20180720.0,1667273,VOLT,0.473,ENERGIZANTE,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522512,3,F1,2026-02-18,OPTIMIZAR,1158,11583,84,VOLT PONCHE DE FRUTA LATA 473 ML 12,2025-03-01
MX|0030|1722189,MX|0030|84,MX|0030|599590,2025-04-24,1175,6.0,1.2,380.9614,0030,AJEMEX,LOS REYES LA PAZ,MX,20191014.0,1722189,SPORADE,1.0,BEBIDAS DEPORTIVAS,220,222,NEGOCIOS INDEPENDIENTES,GIMNASIO TRADICIONAL,20260224,599590,3,F1,2026-02-18,BLINDAR,1158,11583,84,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,2025-04-01
MX|0030|1722189,MX|0030|84,MX|0030|517262,2025-03-06,1175,2.0,0.473,355.1108,0030,AJEMEX,LOS REYES LA PAZ,MX,20191014.0,1722189,VOLT,0.473,ENERGIZANTE,220,222,NEGOCIOS INDEPENDIENTES,GIMNASIO TRADICIONAL,20260224,517262,3,F1,2026-02-18,BLINDAR,1158,11583,84,VOLT MORA REGULAR LATA 473 ML 15,2025-03-01
MX|0030|1596189,MX|0030|84,MX|0030|522355,2025-02-06,1175,6.0,3.6,540.018,0030,AJEMEX,LOS REYES LA PAZ,MX,20170220.0,1596189,VIDA,3.0,AGUA,150,151,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",20260224,522355,3,F1,2026-02-18,BLINDAR,1158,11583,84,VIDA AGUA PET NO RETORNABLE 3000 ML 6,2025-02-01
