id_cliente,marca_rec,sku,len_marca_rec,desc_rec,desc_giro,desc_subgiro,categoria_cliente_2,fecha_creacion,antiguedad,new_segment,dias_de_visita__c,periodo_de_visita__c,ultima_visita,cod_compania,cod_sucursal,cod_cliente,cod_modulo,cod_ruta,peso,marca_rec_rank
MX|0030|1591425,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1591425,11584,1158,1,1
MX|0030|1591974,ENERGIZANTE,522713,1,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,VENTA EN CASA PARTICULAR,Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1591974,11554,1155,1,1
MX|0030|1592447,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1592447,11584,1158,1,1
MX|0030|1592938,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1592938,11554,1155,1,1
MX|0030|1593406,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1593406,11554,1155,2,1
MX|0030|1593406,BEBIDAS DEPORTIVAS,599590,2,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1593406,11554,1155,8,2
MX|0030|1595713,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1595713,11554,1155,1,1
MX|0030|1597976,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1597976,11554,1155,1,1
MX|0030|1598204,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,4,F1,2026-01-01,0030,84,1598204,11554,1155,1,1
MX|0030|1598204,CONSERVA DE PESCADO,800058,2,D GUSSTO ATUN AGUA CON ACEITE LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,MANTENER,4,F1,2026-01-01,0030,84,1598204,11554,1155,11,2
MX|0030|1598352,ENERGIZANTE,522713,1,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1598352,11554,1155,1,1
MX|0030|1598810,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1598810,11554,1155,1,1
MX|0030|1598821,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1598821,11554,1155,1,1
MX|0030|1599004,ENERGIZANTE,522713,3,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1599004,11554,1155,1,1
MX|0030|1599004,BEBIDAS DEPORTIVAS,599590,3,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1599004,11554,1155,8,2
MX|0030|1599004,CONSERVA DE PESCADO,800058,3,D GUSSTO ATUN AGUA CON ACEITE LATA 140 GRS 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1599004,11554,1155,11,3
MX|0030|1599250,ENERGIZANTE,522713,1,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1599250,11554,1155,1,1
MX|0030|1599305,ENERGIZANTE,522713,4,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1599305,11554,1155,1,1
MX|0030|1599677,ENERGIZANTE,517263,2,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1599677,11584,1158,1,1
MX|0030|1599677,NECTAR,522634,2,PULP MANZANA PET NO RETORNABLE 450 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1599677,11584,1158,9,2
MX|0030|1599751,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1599751,11554,1155,1,1
MX|0030|1600690,ENERGIZANTE,517146,1,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1600690,11584,1158,1,1
MX|0030|1600946,ENERGIZANTE,517262,4,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1600946,11554,1155,1,1
MX|0030|1602619,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1602619,11584,1158,1,1
MX|0030|1603621,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1603621,11554,1155,1,1
MX|0030|1603667,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1603667,11554,1155,1,1
MX|0030|1604070,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1604070,11584,1158,1,1
MX|0030|1604625,ENERGIZANTE,522713,1,VOLT UVA LATA 473 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1604625,11554,1155,1,1
MX|0030|1604755,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1604755,11554,1155,1,1
MX|0030|1604790,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1604790,11554,1155,1,1
MX|0030|1604891,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1604891,11554,1155,1,1
MX|0030|1604891,JUGOS LIGEROS,598901,2,CIFRUT NARANJA MANDARINA Y LIMON PET NO RETORNABLE 3030 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1604891,11554,1155,2,2
MX|0030|1605012,ENERGIZANTE,517263,2,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1605012,11584,1158,1,1
MX|0030|1605012,CAFE,76643,2,CAFE LIOFILIZADO D´GUSSTO 6GRM 20 PZAS,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1605012,11584,1158,3,2
MX|0030|1605768,ENERGIZANTE,517146,2,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1605768,11584,1158,1,1
MX|0030|1605768,CAFE,76643,2,CAFE LIOFILIZADO D´GUSSTO 6GRM 20 PZAS,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-02-20,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1605768,11584,1158,3,2
MX|0030|1626292,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,,"BODEGAS, TIENDAS",Irregular,2017-04-19,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1626292,11584,1158,1,1
MX|0030|1630639,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-05-23,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1630639,11584,1158,1,1
MX|0030|1630640,ENERGIZANTE,517263,2,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-05-23,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1630640,11584,1158,1,1
MX|0030|1630640,CAFE,76643,2,CAFE LIOFILIZADO D´GUSSTO 6GRM 20 PZAS,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-05-23,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1630640,11584,1158,3,2
MX|0030|1630642,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-05-23,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1630642,11584,1158,1,1
MX|0030|1630649,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-05-23,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1630649,11584,1158,1,1
MX|0030|1632426,ENERGIZANTE,517146,1,VOLT GUARANA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2017-06-30,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1632426,11584,1158,1,1
MX|0030|1662105,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,LICORERIAS,Irregular,2018-04-04,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1662105,11554,1155,1,1
MX|0030|1662115,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2018-04-04,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1662115,11554,1155,1,1
MX|0030|1666969,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2018-06-29,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1666969,11584,1158,1,1
MX|0030|1682959,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2018-11-20,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1682959,11554,1155,1,1
MX|0030|1684861,ENERGIZANTE,517263,1,VOLT MORA REGULAR PET NO RETORNABLE 400 ML 12,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2019-02-01,old_client,OPTIMIZAR,4,F1,2026-01-01,0030,84,1684861,11584,1158,1,1
MX|0030|1702637,ENERGIZANTE,517262,1,VOLT MORA REGULAR LATA 473 ML 15,,"BODEGAS, TIENDAS",Irregular,2019-05-21,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1702637,11554,1155,1,1
MX|0030|1702639,ENERGIZANTE,517262,2,VOLT MORA REGULAR LATA 473 ML 15,FARMACIAS O BOTICAS,FARMACIAS / BOTICAS INDEPENDIENTES,Regular,2019-05-21,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1702639,11554,1155,1,1
MX|0030|1702639,CONSERVA DE PESCADO,800058,2,D GUSSTO ATUN AGUA CON ACEITE LATA 140 GRS 6,FARMACIAS O BOTICAS,FARMACIAS / BOTICAS INDEPENDIENTES,Regular,2019-05-21,old_client,DESARROLLAR,4,F1,2026-01-01,0030,84,1702639,11554,1155,8,2
MX|0030|1702640,BEBIDAS DEPORTIVAS,599590,1,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 1000 ML 6,BODEGA Y PARTICULARES,"BODEGAS, TIENDAS",Regular,2019-05-21,old_client,BLINDAR,4,F1,2026-01-01,0030,84,1702640,11554,1155,8,1
