cod_articulo_magic,desc_articulo
13609,AZUCAR LIQUIDA GRANULADA - PT
13610,AZUCAR LIQUIDA ESTANDAR - PT
14012,PREFORMA DE 25 GR VERDE PT - INYECCION
14747,PREFORMA DE 52 GR CRISTAL PT - INYECCION
20039,PREFORMA DE 38 GRS VERDE (IMMEX) PT
21073,PREFORMA DE 60 GRS VERDE PT-INYECCION
21576,PREFORMA DE 58 GRS CRISTAL (IMMEX) PT
22525,PREFORMA DE 20.5 GRS CRISTAL PT (MAQUILA)
23484,PREFORMA DE 23 GR CRISTAL (IMMEX) PT
23512,PREFORMA DE 23 GRS VERDE PT- INYECCION
24107,PREFORMA DE 31 GRS VERDE CUELLO 26 (MAQUILA)
24740,PREFORMA DE 47 GRS CRISTAL PT (MAQUILA)
25326,PREFORMA DE 19.8 GRS CRISTAL (MAQUILA)
25391,PREFORMA DE 19.2 GRS CRISTAL (MAQUILA)
25412,PREFORMA DE 23.35 GRS CRISTAL PT (MAQUILA)
25417,PREFORMA DE 23.35 GRS CRISTAL (MAQUILA)
27300,PREFORMA DE 18.63 GRS CRISTAL PT (MAQUILA)
27557,PREFORMA DE 25.20 GRS VERDE PRODUCTO TERMINADO (MAQUILA)
28315,PREFORMA DE 59.4 GRS CRISTAL PT-INYECCION
28436,PREFORMA DE 17.66 GRS CRISTAL PT (MAQUILA)
28579,PREFORMA DE 50.8 GRS CRISTAL CUELLO CORTO (MAQUILA)
29284,PREFORMA DE 23.35 GRS CRISTAL CON UV PT (MAQUILA)
30198,PREFORMA DE 60.6 GRS CRISTAL (MAQUILA)
30565,PREFORMA DE 17 GRS CRISTAL CON UV  PT-INYECCION
30900,PREFORMA DE 16.8 GRS CRISTAL CON UV PT (INYECCION) UND CAJ X PREFORMA (14040)
32428,PREFORMA DE 23.6 GRS CRISTAL AGUA (MAQUILA) PT
33068,PREFORMA DE 50.5 GRS CRISTAL PT (MAQUILA)
33697,PREFORMA DE 52 GRS VERDE PT (INYECCION)
590502,AURRERA LIMA LIMON PET NO RETORNABLE 3000 ML 6 PACK
591307,AURRERA TORONJA PET NO RETORNABLE 3300 ML 6 PACK
591502,BOOST ENERGIZANTE LATA 235 ML 24 PACK
594601,GREAT VALUE AGUA SIN GAS PET NO RETORNABLE 1000 ML 6 PACK
594801,KRAKEN COLA LATA 350 ML 12 PACK
595907,NEW MIX VAMPIRO LATA 350 ML 24 PACK CON CHAROLA
596210,SEÑORIALSANGRIA0.600X24 NUEVO EC
597502,REFRESCOCO LATA 355 ML 12 PACK HF
597550,YOLO BLUE SPIRIT 473 ML X 12 SIN CHAROLA
597701,BARRILITOS DURAZNO PET NO RETORNABLE 500 ML 24 PACK
597726,BARRILITOS PINA PET NO RETORNABLE 500 ML 24 PACK
597729,BARRILITOS PINA PET NO RETORNABLE 500 ML 24 PACK
598550,MALTY MALTA 0.250ML PET NO RETORNABLE 12 PACK
598833,BIO ALOE VERA UVA PET NO RETORNABLE 400 ML 6
598978,SPORADE PONCHE DE FRUTA PET NO RETORNABLE 400 ML 12
599133,FREELIFE  LATA 355 ML 6
599228,VOLT FRUTOS DEL BOSQUE LATA 473 ML 12
599231,CIFRUT UVA PET NO RETORNABLE 3030 ML 6
599254,AURRERA PONCHE DE FRUTAS PET NO RETORNABLE 600 ML 12
599267,SANGRIA SEÑORIAL UVA PET NO RETORNABLE 2000 ML 8
599431,FREELIFE COCO PI¥A LATA 355 ML 6
599451,FREELIFE COCO PI¥A LATA 355 ML 12
599452,AURRERA TUTTI FRUTTI PET NO RETORNABLE 600 ML 12
599475,BARRILITOS TORONJA PET NO RETORNABLE 2000 ML 8
599503,"CIFRUT NARANJA, MANDARINA Y LIMON PET NO RETORNABLE 360 ML 6"
599582,BIG NARANJA PET NO RETORNABLE 3000 ML 6
599646,GREAT VALUE COCO PI¥A PET NO RETORNABLE 1000 ML 12
599834,BIG TORONJA PET NO RETORNABLE 250 ML 24
7186,PREFORMA DE 62 GR VERDE PT - INYECCION
13086,PREFORMA DE 25 GR CRISTAL PT-INYECCION
20976,PREFORMA DE 60 GRS CRISTAL PT-INYECCION
21274,PREFORMA DE 43 GRS VERDE (IMMEX) PT
24683,PREFORMA DE 47 GRS CRISTAL (MAQUILA)
25413,PREFORMA DE 37.5 GRS CRISTAL PT (MAQUILA)
25415,PREFORMA DE 19.25 GRS CRISTAL (MAQUILA)
25416,PREFORMA DE 21.10 GRS CRISTAL (MAQUILA)
26242,PREFORMA DE 43 GRS CRISTAL (MAQUILA)
26269,PREFORMA DE 43.25 GRS CRISTAL (MAQUILA)
36550,PREFORMA DE 25.2 GRS CRISTAL (13176) CON UV MATERIA PRIMA (MAQUILA)
31798,PREFORMA DE 43.25 GRS VERDE MP (MAQUILA)
36716,PREFORMA DE 14 GRS CRISTAL CON UV CUELLO ALASKA 18016 PZAS. PRODUCTO TERMINADO INYECCION
36820,JARABE TERMINADO MAQUILAS COLA 65% FRUCTUOSA 35% EDULCORANTES PARA PET
33295,PREFORMA DE 40.8 GRS CRISTAL CON UV PT (MAQUILA)
26400,PREFORMA DE 25.20 GRS CRISTAL (IMMEX MAQUILA)
26401,PREFORMA DE 25.20 GRS CRISTAL PT (IMMEX MAQUILA)
27502,PREFORMA DE 26.4 GRS CRISTAL MP (MAQUILA)
27503,PREFORMA DE 26.4 GRS CRISTAL PT (MAQUILA)
27802,PREFORMA DE 20.95 GRS CRISTAL (MAQUILA)
33718,PREFORMA DE 17 GRS CRISTAL (CC) PT (INYECCION)
33971,PREFORMA DE 50.84 GRS VERDE (CC) PT (MAQUILA)
35247,PREFORMA DE 56.5 GRS CRISTAL CUELLO CORTO (5400) PRODUCTO TERMINADO - INYECCION
36361,PREFORMA DE 21.3 GRS CRISTAL CC CON UV MP (MAQUILA)
36362,PREFORMA DE 21.3 GRS CRISTAL CC CON UV PRODUCTO TERMINADO (MAQUILA)
36365,PREFORMA DE 31 GRS CRISTAL CC PRODUCTO TERMINADO (MAQUILA)
36691,PREFORMA DE 38 GRS CRISTAL CON UV CUELLO ALASKA (7920) PRODUCTO TERMINADO INYECCION
36981,PREFORMA DE 58.15 GRS CRISTAL (6240 PZAS) PRODUCTO TERMINADO (MAQUILA)
37041,TAPA PLASTICA BIG COLA ROJA CORTA GENERICA 2.32 GRS AJEMEX PT
37043,TAPA PLASTICA BIG CITRUS NARANJA CORTA GENERICA 2.32 GRS AJEMEX PT
28064,PREFORMA DE 20.76 GRS CRISTAL CON UV PT (MAQUILA)
28360,PREFORMA DE 54.95 GRS CRISTAL (MAQUILA)
28647,PREFORMA DE 30.15 GRS CRISTAL (MAQUILA)
29993,PREFORMA DE 41 GRS CRISTAL CON UV CUELLO CORTO PT-INYECCION
30200,PREFORMA DE 61.0 GRS CRISTAL (MAQUILA)
30263,PREFORMA DE 19.1 GRS CRISTAL CON UV PT INYECCION
30274,PREFORMA DE 22.0 GRS CRISTAL PT (MAQUILA)
30713,PREFORMA DE 16.8 GRS CRISTAL CON UV PT (INYECCION) UND CAJ X PREFORMA (15264)
32573,PREFORMA DE 21 GRS VERDE PT-INYECCION
32964,PREFORMA DE 23.6 GRS VERDE PT (MAQUILA)
32992,PREFORMA DE 14 GRS CRISTAL CON UV MP (MAQUILA)
32997,PREFORMA DE 17.5 GRS CRISTAL MP (MAQUILA)
32998,PREFORMA DE 17.5 GRS CRISTAL PT (MAQUILA)
35527,PREFORMA DE 43.25 GRS CRISTAL AGUA (MAQUILA) MATERIA PRIMA
35702,"MIX SABORES BIG FRESH 355 ML X 48 LATA PACK (6 BIG COLA, 6 FRESH MANZANA, 6 FRESH LIMA LIMON Y 6 FRE"
35704,"MIX BIG FRESH 500 ML X 72 PET (6 BIG COLA, 6 FRESHMANZANA, 6 FRESH NARANJA Y 6 FRESH LIMA LIMON)"
38399,PREFORMA DE 56.15 GRS VERDE (5808 PZAS) PRODUCTO TERMINADO (MAQUILA)
21072,PREFORMA DE 60 GRS VERDE (IMMEX) PT
25284,PREFORMA DE 20 GRS CRISTAL PT (MAQUILA)
25392,PREFORMA DE 19.2 GRS CRISTAL PT (MAQUILA)
26270,PREFORMA DE 43.25 GRS CRISTAL PT (MAQUILA)
27803,PREFORMA DE 20.95 GRS CRISTAL PT (MAQUILA)
27913,PREFORMA DE 18 GRS CRISTAL (MAQUILA)
27914,PREFORMA DE 18 GRS CRISTAL PT (MAQUILA)
28386,PREFORMA DE 54.35 GRS CRISTAL (MAQUILA)
28393,PREFORMA DE 54.5 GRS CRISTAL PT (MAQUILA)
28435,PREFORMA DE 17.66 GRS CRISTAL (MAQUILA)
28550,PREFORMA DE 24 GRS CRISTAL (MAQUILA)
28580,PREFORMA DE 50.8 GRS CRISTAL CUELLO CORTO PT (MAQUILA)
28648,PREFORMA DE 30.15 GRS CRISTAL PT (MAQUILA)
29283,PREFORMA DE 23.35 GRS CRISTAL CON UV (MAQUILA)
29465,PREFORMA DE 42 GRS CRISTAL MP (MAQUILA)
30065,PREFORMA DE 52.15 GRS CRISTAL CON UV PT (MAQUILA)
30194,PREFORMA DE 60.6 GRS CRISTAL IMMEX (MAQUILA)
30273,PREFORMA DE 22.0 GRS CRISTAL MAQUILA
30999,PREFORMA DE 23.35 GRS CRISTAL AGUA PT (MAQUILA)
39865,BIG COLA 2.230 LTS X 24 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 10.00
39924,BIG FRESH PI¥A LATA 0.355 LTS X 96 LTS / SLIP SHEET / ECONORED / SIN PRECIO
39933,BIG FRESH MANZANA CLARA LATA 0.355 LTS X 96 LTS / CHEP ALTA / CEDIS / SIN PRECIO
68316,TAPA PLASTICA AZUL PARA CITRUS (CORVAGLIA) PT
68365,PREFORMA DE 54 GRS VERDE (CORVAGLIA) PT
68367,TAPA PLASTICA AZUL CITRUS ALASKA PT
68409,TAPA PLASTICA AZUL CITRUS ALASKA PT
61879,BOBINA IMPRESA Y CORTADA EXTREME SOUR WATERMELON M4590 MP
61882,BASE DE BEBIDA GASIFICADA LIMONADA  BG-MX-150427/2U
62326,BOBINA IMPRESA Y CORTADA 6PC N&L WATERMELON M3448 MP
62327,BOBINA IMPRESA Y CORTADA 6PC CHEWY WATERMELON M4320 MP
34661,"MIX SABORES BIG 500 ML X 72 PET PACK (8 BIG NARANJA, 8 BIG MANZANA Y 8 BIG LIMA LIMON)"
34716,BIG FRESH LIMA LIMON 3.300 LTS X 12
34718,BIG FRESH MANDARINA 500 ML X 96
34726,BIG FRESH LIMA LIMON 500 ML X 96
53602,BIG COLA 360 ML X 24 AZUCAR SIN PRECIO
53621,ETIQUETA BIG COLA BARCELONA 2.250 LTS $14.00 SAL 3 (2014) PT
53647,BIG TORONJA 3.300 LTS X 6 SIN PRECIO MARZO 2014
53650,AURRERA COLA 3.000 LTS X 6 SIN PRECIO MARZO 2014
53658,AURRERA AGUA MINERAL 3.000 LTS X 6 SIN PRECIO MARZO 2014
53729,BIG COLA 2.600 LTS X 6 SIN PRECIO MARZO 2014
53824,AJE AQUA MINERALIZADA 2.5L X 6 SIN PRECIO
62689,BOBINA IMPRESA Y CORTADA  QUESO AMERICAN CLASSIC MP
63120,PREFORMA DE 18.1 GRS VERDE (CORVAGLIA) PT
42726,BIG FRESH TORONJA 2.500 X 18 CON PRECIO $12
42731,BIG FRESH PONCHE DE FRUTAS 0.360 X 96 CON PRECIO $3
42737,BIG FRESH PONCHE DE FRUTAS 2.500 X 18 CON PRECIO $12
42754,ECONOMAX TORONJA LATA 0.355 ML X 48 SIN PRECIO
42759,MI MARCA SABOR AGUA MINERAL 0.355 ML X 48 SIN PRECIO
62377,BOBINA IMPRESA Y CORTADA 6PC N&L BLUERASPBERRY M3452 MP
62687,BOBINA IMPRESA Y CORTADA QUESO SAN MARCOS 10 PZAS MP
39938,BIG FRESH MANZANA CLARA LATA 0.355 LTS X 96 LTS / CHEP BAJA / AUTOSERVICIOS / SIN PRECIO
39943,BIG FRESH TAMARINDO LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39946,BIG FRESH TUTTI FRUTTI LATA 0.355 LTS X 96 LTS / CHEP ALTA / ECONORED / SIN PRECIO
39949,BIG FRESH TUTTI FRUTTI LATA 0.355 LTS X 96 LTS / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
39952,BIG FRESH FRESA LATA 0.355 LTS X 96 LTS / CHEP ALTA / ECONORED / SIN PRECIO
39971,BIG FRESH NARANJA LATA 0.355 LTS X 96 LTS / T. BLANCA ALTA / ECONORED / SIN PRECIO
39984,BIG FRESH MANZANA ROJA 2.230 LTS X 24 / SLIP SHEET / ECONORED / CON PRECIO $ 10.00
39985,BIG FRESH MANZANA ROJA 2.230 LTS X 24 / CHEP ALTA / AUTOSERVICIOS / SIN PRECIO
40144,BIG FRESH SABOR TORONJA 500 ML X 96 / CHEP ALTA / CEDIS / CON PRECIO $ 3.50
40748,BIG FRESH MANDARINA 2.230 LTS X 24 / T. BLANCA ALTA / ECONORED / CON PRECIO $ 10.00
40788,BIG AQUA VITAL 1.000 LTS X 48 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 5.00 / DISE¤O FEB-2011
40792,BIG CITRUS PUNCH 0.500 LTS X 48 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.50
40793,BIG CITRUS PUNCH 2.000 LTS X 24 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 11.00
40798,BIG COLA 0.500 LT X 72 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.50
40803,BIG COLA 3.030 LT X 18 TANQUE / T. BLANCA ALTA / CEDIS / CON PRECIO $ 15.00
40805,BIG FRESH FRESA 3.300 LTS X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 13.00
40806,BIG FRESH LIMA LIMON 3.300 LTS X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 13.00
40818,BIG FRESH SABOR MANDARINA 500 ML X 96 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 4.00
40833,MEGA BIG COLA 3.300 LT X 18 / T. BLANCA ALTA / CEDIS / CON PRECIO $ 16.00
40978,BIG FRESH SABOR TORONJA 3.030 LTS X 18 / T. BLANCA ALTA / CEDIS
41136,BIG FRESH MANDARINA 3.030 LTS X 18 TANQUE / T. BLANCA ALTA / ECONORED / CON PRECIO $ 13.00
41202,PREFORMA DE 56.4 GRS CRISTAL PT  (MAQUILA)
41339,BIG FRUTALES COLADO DE FRUTAS Y VERDURAS EDO GUERRERO (A GRANEL) 65 ML X 96 / CHEP ALTA
41805,MEGA BIG COLA 3.300 LT X 18 / CHEP BAJA /SIN PRECIO
41806,BIG FRESH PONCHE DE FRUTAS 355 ML  X 96 EN LATA / T. BLANCA ALTA / CON PRECIO
41839,BIG FRUTALES MANZANA 150 ML X 96 (12 PACK-TETRAPACK) / CHEP BAJA / SIN PRECIO
41849,PREFORMA DE 56.5 GRS CRISTAL CON PCR (5504) CUELLO CORTO INYECCIÓN PT
41857,PREFORMA DE 22 GRS CRISTAL CON UV PCR CUELLO CORTO INYECCIÓN PT
41863,PREFORMA DE 50.84 GRS VERDE CON PCR CUELLO CORTO (MAQUILA) PT
41947,PREFORMA DE 56 GRS CRISTAL (5504) CUELLO CORTO PRODUCTO TERMINADO INYECCION
41982,BIG FRESH TORONJA 2.500 LT X 24 (6 PACK) / T. BLANCA ALTA / CON PRECIO
41984,BIG FRESH LIMA LIMON 2.500 LT X 24 (6 PACK) / T. BLANCA ALTA /  CON PRECIO
42350,BIG COLA 0.620 X 72 / T CHEP /SIN PRECIO
42363,BIG FRESH PONCHE DE FRUTA 0.620 X 72 / T BLANCA ALTA /CON PRECIO $4
42364,BIG FRESH PONCHE D FRUTA 0.620 X 72 / T BLANCA ALTA /CON PRECIO $5
42634,AURRERA BEBIDA CITRICA 3.000 LTS X 18 SIN PRECIO
42635,AURRERA COLA 3.000 LTS X 18 SIN PRECIO
42652,BIG CITRUS 0.360 X 96 CON PRECIO $4
42661,BIG CITRUS 2.000 X 24 CON PRECIO $11
42666,BIG CITRUS 3.000 X 18 SIN PRECIO
42683,BIG FRESH LIMA LIMON 0.355 X 96 LATA CON PRECIO $4
42701,BIG FRESH MANZANA ROJA 2.500 X 18 CON PRECIO $12
42718,BIG FRESH TORONJA 0.355 X 96 LATA CON PRECIO $4
42720,BIG FRESH TORONJA 0.360 X 96 CON PRECIO $3
42730,BIG FRESH TORONJA 3.300 X 18 SIN PRECIO
42735,BIG FRESH PONCHE DE FRUTAS 2.500 X 18 CON PRECIO $10
43805,BIG FRESH NARANJA 2.500 LTS X 18 CON PRECIO $10
43811,BIG FRESH TORONJA 2.500 LTS X 18 SIN PRECIO
44420,"ETIQUETA BIG COLA ""FC BARCELONA"" 1.000 LTS SIN PRECIO LAMINADA SALIDA 4 AJEMEX PRODUCTO TERMINADO"
44453,"ETIQUETA BIG FRESH MANZANA ""FC BARCELONA"" 360 ML $4.00 SALIDA 3 NOVIEMBRE 2011 AJEMEX PRODUCTO TERMI"
44490,"ETIQUETA BIG FRESH NARANJA ""FC BARCELONA"" 3.300 LTS SIN PRECIO SALIDA 3 LAMINADA AJEMEX NOVIEMBRE 20"
44525,"ETIQUETA BIG FRESH TORONJA ""FC BARCELONA"" 360 ML $3.00 SALIDA 3 NOVIEMBRE 2011 AJEMEX PRODUCTO TERMI"
44531,"ETIQUETA BIG FRESH LIMA LIMON ""FC BARCELONA"" 360 ML $3.00 SALIDA 3 NOVIEMBRE 2011 AJEMEX PRODUCTO TE"
44539,ETIQUETA BIG FRESH TORONJA 2.500 LTS EXPORTACION LAMINADA AJEMEX PRODUCTO TERMINADO
44657,"ETIQUETA BIG COLA ""FC BARCELONA"" 3.300 LTS SIN PRECIO SALIDA 3 METALIZADA LAMINADA AJEMEX PRODUCTO T"
44817,BIG FRESH LIMA LIMON 1.500 LTS X 24 CON PRECIO $8
44819,BIG FRESH NARANJA 1.500 LTS X 24 CON PRECIO $8
44869,"ETIQUETA BIG FRESH PONCHE DE FRUTAS ""FC BARCELONA"" 3.300 ML SIN PRECIO SALIDA 3 LAMINADA AJEMEX PROD"
45085,ETIQUETA BIG COLA FC BARCELONA 2.500 LTS S/P  SAL-3  LAMINADA AJEMEX PT (FEBRERO 2012)
45144,ETIQUETA BIG CITRUS ORIGINAL PUNCH 2.000 LTS S/P SALIDA 3   LAMINADA  AJEMEX PT (FEBRERO 2012)
45182,ETIQUETA BIG COLA FC BARCELONA 3.300 LTS $15.00  SAL-3  LAMINADA AJEMEX PT (FB)
45209,"ETIQUETA BIG COLA ""FC BARCELONA"" 1.500 LTS SIN PRECIO LAMINADA SALIDA 3 AJEMEX PT (FB)"
45213,"ETIQUETA BIG COLA ""FC BARCELONA"" 1.000 LTS SIN PRECIO LAMINADA SALIDA 3 AJEMEX  PT (FB)"
45441,BIG FRUTALES SORIANA CHIAPAS 150 ML X 96
45442,BIG AQUA SORIANA CHIAPAS 620 ML X 72
45465,BIG COLA 0.620 EXPORTACION 2012
45595,ETIQUETA AURRERA BEBIDA CITRICA S/P 3.000 LT PT
68489,ETIQUETA AGUA IZTAPALAPA 360 ML SAL 3 (2016) PT
68627,ETIQUETA BIG CITRUS PUNCH 2.000 LTS SAL 4 (2016) (2) PT
68843,ETIQUETA BIG AQUA 1.00 LTS $5.00 SALIDA 3 (2017)
68848,ETIQUETA BIG CITRUS PUNCH 2.000 LTS SAL 4 (2017)
68927,ETIQUETA BIG SABOR NARANJA 2.250 LTS SAL 3 (2017)
69010,ETIQUETA BIG SABOR TORONJA 500 ML SAL 3 (2017) PT
69186,ETIQUETA BIG COLA SIN AZUCAR 620 ML SAL 3 (2017) PT
69275,ETIQUETA BIG AQUA 1.500 LTS SAL 4 (2017) PT
69347,"ETIQUETA COOL TEA NEGRO LIMON 2,600 LTS SAL 3 PT"
69494,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 38 CM CAL 175 PT
69583,ETIQUETA BARRILITOS DURAZNO 500 ML PT
69872,ETIQUETA BIG CIFRUT 3.300 LTS SAL 3 (2017) PT
70155,ETIQUETA BIG CIFRUT 1.000 LTS SAL 3 (2017) PT
70221,ETIQUETA AURRERA NARANJA 3.300 LTS SAL 3 (2018) PT
70222,ETIQUETA AURRERA MANZANA 3.300 LTS SAL 3 (2018) PT
70247,ETIQUETA GREAT VALUE AGUA 1.000 LTS SAL 3 (2018) NUE. DISE¥O PT
70577,ETIQUETA BIG CIFRUT 1.000 LTS SAL 3 (2018) PT
70712,ETIQUETA MYBRAND TORONJA 3.000 LTS SAL 3 (2018) PT
70846,ETIQUETA CIFRUT TORONJA 3.300 LTS SAL 3 (2018) VER. 1 PT
71133,ETIQUETA BIG SABOR MANZANA DELIC 2.250 LTS SAL 3 (2018) PT
71147,ETIQUETA BIG SABOR TORONJA 500 ML SAL 3 (2018) PT
71150,ETIQUETA BIG SABOR MANZANA DELIC 500 ML SAL 3 (2018) PT
71152,ETIQUETA BIG SABOR TORONJA 360 ML SAL 3 (2018) PT
72110,ETIQUETA BIG COLA 3.000 LTS SAL 3 NUE DISE¥O MONO CAPA (2019) PT
72111,ETIQUETA BIG COLA 1.500 LTS SAL 3 NUE DISE¥O MONO CAPA (2019) PT
75943,LONA TERMINADA SPORADE 62X40
76373,LONA TERMINADA INSPECCION DE TARIMA AJE 180X80
76487,LONA TERMINADA VINIL ROTULACION COPETE C 145 X 50
76617,LONA TERMINADA CONTRATACION AJE 150 X 90
76694,LONA TERMINADA LA PRIMERA MULTIMARCA 5 M X 1.50
76813,CHAROLA EXP 34CM
77123,LONA TERMINADA PROMOCION SPORADE 1 LT 60 X 40
77387,LONA TERMINADA SHOOTING SPORADE 60 X 40
77767,LONA TERMINADA SHOOTING BIG COLA 60 X 40
77768,LONA TERMINADA PASTA DGUSSTO 60 X 40
77981,LONA TERMINADA BACK 200 X 150
3,MEGA BIG COLA 3.100 LT X 12
612,SPORADE MANDARINA 475 ML X 48
20748,BIG CITRUS PUNCH 2.000 LTS X 24
20765,BIG CITRUS PUNCH 0.500 LTS X 48 (12 PACK)
21139,BIG CITRUS PUNCH 1.500 LTS X 24
36660,PREFORMA DE 38 GRS CRISTAL CON UV CUELLO ALASKA (7560) PT-INYECCION
36882,PREFORMA DE 50 GRS CRISTAL CUELLO CORTO PT - INYECCION
38348,PREFORMA DE 19.1 GRS CRISTAL AGUA (12024 PZAS) PT INYECCION
39515,TAPA PLASTICA COLOR AZUL ALASKA 1.35 GRS AJEMEX
44412,LAMINA TERMOENCOGIBLE DE 40 CM PT
44416,LAMINA TERMOENCOGIBLE DE 30 CM PT
44489,"ETIQUETA BIG FRESH NARANJA ""FC BARCELONA"" 3.300 LTS SIN PRECIO SALIDA 3 LAMINADA AJEMEX NOVIEMBRE 20"
45183,ETIQUETA BIG COLA FC BARCELONA 3.300 LTS S/P  SAL-3  LAMINADA AJEMEX PT (FB)
46081,PREFORMA DE 56.3 GRS VERDE (5400)  CUELLO CORTO INYECCION
46085,PREFORMA DE 50.3 GRS CRISTAL CUELLO CORTO  PT- INYECCION
47092,LAMINA TERMOENCOGIBLE DE 25 CM PT
47212,ETIQUETA AURRERA TORONJA 3.000 LTS SIN PRECIO SALIDA PT
47415,PREFORMA DE 24 GRS CRISTAL
48152,TAPA PLASTICA NARANJA CORTA GRABADO AJE
48568,ETIQUETA BIG CITRUS PUNCH VERDE 1.000 LTS SALIDA 3 PT
49062,ETIQUETA BIG SABOR MANZANA 3.300 LTS SALIDA 3 (2013) PT
49431,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 46 CM CALIBRE 220 PT
49547,ETIQUETA AURRERA TORONJA 620 ML SALIDA 3 PT
49713,ETIQUETA BIG CITRUS CONGA PUNCH 3.00 LTS SALIDA 3 PT
49717,ETIQUETA AURRERA AGUA SABOR MANZANA 200 ML SALIDA 3 PT
50658,ETIQUETA BIG SABOR NARANJA 3.300 LTS 2013 SALIDA 3 PT
50666,ETIQUETA BIG SABOR PONCHE DE FRUTAS 3.300 LTS 2013 SALIDA 3 PT
51237,PREFORMA DE 31.7 GRS CRISTAL CUELLO CORTO  AGUA
51760,TAPA PLASTICA MORADA CORVAGLIA GRABADO AJE
52937,ETIQUETA BIG AQUA 1.000 LTS 2013 SALIDA 4 PT
53028,ETIQUETA BIG CITRUS PUNCH VERDE 200 ML SAL 3 (2014) PT
35223,BIG FRESH MANDARINA 355 ML X 48 EN LATA
35224,BIG FRESH MANZANA GOLDEN 355 ML X 48 EN LATA
35668,BIG FRESH SABOR MANZANA ROJA 2.500 LTS X 18
35957,BIG COLA MOKA 300 ML X 48 EN LATA
35973,BIG FRESH TORONJA SHREK 500 ML X 96
35985,BIG FRESH SABOR TUTTI FRUTTI SHREK 3.300 LTS X 12
36093,BASE DE BEBIDA CITRUS PUNCH BF-MX-100154/1U
36401,PREFORMA DE 31 GRS CRISTAL CON UV CC PRODUCTO TERMINADO (MAQUILA)
36624,BIG FRUTALES MANGO 150 ML X 48 (12 PACK-TETRAPACK)
53960,ETIQUETA BIG CITRUS PUNCH VERDE 2.000 LTS SAL 4 (2014) PT
53963,ETIQUETA BIG CITRUS PUNCH VERDE 360 ML SAL 3 (2014) PT
54586,ETIQUETA AJE AQUA 625 ML $4.00 SAL 3 (2014) PT
54647,AJE COOL TEA NEGRO SABOR DURAZNO  400 ML X 12 SIN PRECIO
54704,AJE AGUA 360 ML X 24 CON PRECIO $3.00
55538,BIG COLA 1.500 LTS X 12 AZUCAR CON PRECIO $ 10.00
55607,ETIQUETA BIG CITRUS PUNCH VERDE DY 500 ML SALIDA 3 (2014) (2) PT
55633,BIG CITRUS PUNCH DADDY YANKEE 500 ML X 24 SIN PRECIO
55716,ECONOMAX TORONJA 3.000 LTS X 6 SIN PRECIO 2014
55719,ECONOMAX COLA 3.000 LTS X 6 SIN PRECIO 2014
56007,ETIQUETA BIG SABOR NARANJA 500 ML $5.00 SAL 3 (2014) (2) PT
56254,ETIQUETA BIG COLA PE BARCELONA 3.300 LTS $20.00 SAL 3 (2014) (2) PT
56255,ETIQUETA BIG COLA PE BARCELONA 3.030 LTS $20.00 SAL 3 (2014) ((2) PT
56282,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 56 CM CAL 250 PT
56454,BIG COLA 3.030 LTS X 6 CON PRECIO $17.00
56456,ETIQUETA BIG COLA PE BARCELONA 3.030 LTS SAL 3 (2014) (2) PT
56488,ETIQUETA BIG CITRUS PUNCH VERDE 3.000 LTS SAL 3 (2014) (3) PT
56492,ETIQUETA BIG CITRUS PUNCH VERDE 1.000 LTS SAL 4 (2014) (3) PT
56494,ETIQUETA BIG CITRUS PUNCH VERDE 360 ML SALIDA 3 (2014) (3) PT
56863,PREFORMA DE 19 GRS CRISTAL PT
56864,PREFORMA DE 19 GRS AZUL PT
56944,BIG COLA 500 ML X 24 CON PRECIO $5 NOV 2014
56949,BIG COLA 2.500 LTS X 6 SIN PRECIO NOV 2014
56954,BIG COLA 3.300 LTS X 6 CON PRECIO $ 20.00 NOV 2014
57245,ETIQUETA BIG COLA 3.300 LTS SAL 3 (2014) PT
57258,ETIQUETA BIG COLA 500 ML SAL 3 (2014) PT
57261,ETIQUETA VOLT ENEGY 300 ML SAL 3 (2014) (3) PT
57263,ETIQUETA BIG SABOR MANZANA 3.030 LTS $15.00 SAL 3 (2014) (3) PT
57732,ETIQUETA BIG COLA 3.300 LTS SAL 3 (2014) (1) PT
57734,ETIQUETA BIG COLA 3.030 LTS $20.00 SAL 3 (2014) (1) PT
57888,CMB DET COLA 3.030
58171,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 60 CM CAL 250 PT
58172,LAMINA TERMOENCOGIBLE TRANSPARENTE DE 65 CM CAL 250 PT
58440,ETIQUETA AURRERA BEBIDA CITRICA 3.000 LTS SAL 3 (2015) PT
