id_cliente;cod_articulo_magic
0030|1550076;515614
0030|1549729;522856
0030|1551314;523125
0030|1551544;522442
0030|1551554;522632
0030|1549730;598901
0030|1551545;522633
0030|1551550;522634
0030|1590572;598901
0030|1549984;599831
0030|1549727;515614
0030|1551557;522795
0030|1551337;515614
0030|1549705;522795
0030|1783386;800069
0030|1551548;522634
0030|1549701;800058
0030|1551539;599587
0030|1549711;523437
0030|1551304;515614
0030|1627664;500354
0030|1549943;523438
0030|1549718;523595
0030|1796574;522373
0030|1549952;522512
0030|1549735;500264
0030|1550083;522512
0030|1705570;516209
0030|1549722;800069
0030|1625338;515614
0030|1551546;800071
0030|1628873;599587
0030|1550076;599565
0030|1549729;599218
0030|1551314;523538
0030|1551544;522634
0030|1551554;523595
0030|1549730;516209
0030|1551545;500330
0030|1551550;800069
0030|1590572;522633
0030|1549984;599832
0030|1549727;599565
0030|1551557;800058
0030|1551337;599565
0030|1549705;800058
0030|1783386;500264
0030|1551548;599590
0030|1549701;522355
0030|1551539;800060
0030|1549711;523538
0030|1551304;599565
0030|1627664;522354
0030|1549943;599565
0030|1549718;599590
0030|1796574;76643
0030|1549952;522632
0030|1549735;509826
0030|1550083;522632
0030|1705570;598801
0030|1549722;500354
0030|1625338;599565
0030|1551546;523437
0030|1628873;500330
0030|1550076;522442
0030|1549729;599111
0030|1551314;523278
0030|1551544;622631
0030|1551554;523463
0030|1549730;598801
0030|1551545;522355
0030|1551550;800058
0030|1590572;523595
0030|1549984;509600
0030|1549727;522355
0030|1551557;522355
0030|1551337;509826
0030|1549705;522355
0030|1783386;522442
0030|1551548;599587
0030|1549701;800054
0030|1551539;523438
0030|1549711;523278
0030|1551304;522352
0030|1627664;522512
0030|1549943;515614
0030|1549718;599587
0030|1796574;515614
0030|1549952;515614
0030|1549735;800058
0030|1550083;517146
0030|1705570;523595
0030|1549722;500330
0030|1625338;517146
0030|1551546;523538
0030|1628873;522352
0030|1550076;517146
0030|1549729;598901
0030|1551314;522633
0030|1551544;522512
0030|1551554;622631
0030|1549730;599565
0030|1551545;523437
0030|1551550;800054
0030|1590572;500264
0030|1549984;76643
0030|1549727;522634
0030|1551557;800054
0030|1551337;523595
0030|1549705;800054
0030|1783386;500354
0030|1551548;800069
0030|1549701;599218
0030|1551539;522713
0030|1549711;599212
0030|1551304;522634
0030|1627664;522713
0030|1549943;500264
0030|1549718;500330
0030|1796574;599565
0030|1549952;599565
