Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,113,1508887,11585,517262,1,0,2025-05-23
MX,0030,113,1513652,11585,522713,1,0,2025-05-23
MX,0030,113,1513791,11555,517263,1,0,2025-05-23
MX,0030,113,1513791,11555,500354,1,0,2025-05-23
MX,0030,113,1515420,11555,599228,1,0,2025-05-23
MX,0030,113,1527760,11555,517263,1,0,2025-05-23
MX,0030,112,1549701,10655,517262,1,0,2025-05-23
MX,0030,112,1549705,10655,517262,1,0,2025-05-23
MX,0030,112,1549711,10655,517262,1,0,2025-05-23
MX,0030,112,1549718,10655,522512,1,0,2025-05-23
MX,0030,112,1549727,10655,522352,1,0,2025-05-23
MX,0030,112,1549735,10655,599212,1,0,2025-05-23
MX,0030,112,1549943,10655,599212,1,0,2025-05-23
MX,0030,112,1550076,10655,598901,1,0,2025-05-23
MX,0030,112,1551337,10655,517262,1,0,2025-05-23
MX,0030,112,1551539,10655,522352,1,0,2025-05-23
MX,0030,112,1551539,10655,517262,1,0,2025-05-23
MX,0030,112,1551544,10655,517262,1,0,2025-05-23
MX,0030,112,1551545,10655,517262,1,0,2025-05-23
MX,0030,112,1551546,10655,599212,1,0,2025-05-23
MX,0030,112,1551550,10655,517262,1,0,2025-05-23
MX,0030,112,1551554,10655,599212,1,0,2025-05-23
MX,0030,112,1551557,10655,517140,1,0,2025-05-23
MX,0030,113,1579742,11555,599212,1,0,2025-05-23
MX,0030,113,1579742,11555,598801,1,0,2025-05-23
MX,0030,113,1579743,11555,522355,1,0,2025-05-23
MX,0030,113,1579743,11555,517263,1,0,2025-05-23
MX,0030,113,1579748,11555,522713,1,0,2025-05-23
MX,0030,113,1579748,11555,800071,1,0,2025-05-23
MX,0030,113,1590466,11585,517262,1,0,2025-05-23
MX,0030,112,1590572,10655,522795,1,0,2025-05-23
MX,0030,113,1591743,11585,522352,1,0,2025-05-23
MX,0030,113,1591931,11585,517140,1,0,2025-05-23
MX,0030,113,1592111,11585,522713,1,0,2025-05-23
MX,0030,113,1592160,11555,522795,1,0,2025-05-23
MX,0030,113,1592160,11555,599212,1,0,2025-05-23
MX,0030,113,1592160,11555,598901,1,0,2025-05-23
MX,0030,113,1592160,11555,500264,1,0,2025-05-23
MX,0030,113,1592370,11585,598901,1,0,2025-05-23
MX,0030,113,1592404,11585,522713,1,0,2025-05-23
MX,0030,113,1592410,11585,517262,1,0,2025-05-23
MX,0030,113,1592452,11585,517262,1,0,2025-05-23
MX,0030,113,1592510,11555,522713,1,0,2025-05-23
MX,0030,113,1592535,11585,522713,1,0,2025-05-23
MX,0030,113,1592535,11585,599590,1,0,2025-05-23
MX,0030,113,1592559,11585,517140,1,0,2025-05-23
