Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,84,1514907,11583,599587,1,0,2025-03-12
MX,0030,84,1514907,11583,522632,1,0,2025-03-12
MX,0030,84,1516042,11583,515614,1,0,2025-03-12
MX,0030,112,1547118,10653,517297,1,0,2025-03-12
MX,0030,112,1547129,10653,599228,1,0,2025-03-12
MX,0030,112,1547129,10653,515614,1,0,2025-03-12
MX,0030,112,1547957,10653,522795,1,0,2025-03-12
MX,0030,112,1547957,10653,515614,1,0,2025-03-12
MX,0030,112,1548409,10653,599228,1,0,2025-03-12
MX,0030,112,1548563,10653,522353,1,0,2025-03-12
MX,0030,112,1548563,10653,599228,1,0,2025-03-12
MX,0030,112,1555784,10653,522713,1,0,2025-03-12
MX,0030,112,1555802,10653,522713,1,0,2025-03-12
MX,0030,112,1555802,10653,622631,1,0,2025-03-12
MX,0030,112,1588829,10653,522713,1,0,2025-03-12
MX,0030,112,1588830,10653,522795,1,0,2025-03-12
MX,0030,112,1588830,10653,599228,1,0,2025-03-12
MX,0030,112,1588838,10653,599228,1,0,2025-03-12
MX,0030,112,1588844,10653,522355,1,0,2025-03-12
MX,0030,112,1588844,10653,599590,1,0,2025-03-12
MX,0030,112,1588845,10653,599228,1,0,2025-03-12
MX,0030,112,1588851,10653,517146,1,0,2025-03-12
MX,0030,112,1588855,10653,522512,1,0,2025-03-12
MX,0030,112,1588861,10653,522352,1,0,2025-03-12
MX,0030,112,1588861,10653,522713,1,0,2025-03-12
MX,0030,112,1588996,10653,517263,1,0,2025-03-12
MX,0030,112,1588996,10653,800060,1,0,2025-03-12
MX,0030,112,1588996,10653,599590,1,0,2025-03-12
MX,0030,112,1588996,10653,522633,1,0,2025-03-12
MX,0030,112,1589041,10653,516209,1,0,2025-03-12
MX,0030,112,1589042,10653,516209,1,0,2025-03-12
MX,0030,112,1589043,10653,522355,1,0,2025-03-12
MX,0030,112,1589043,10653,522576,1,0,2025-03-12
MX,0030,112,1589043,10653,599565,1,0,2025-03-12
MX,0030,84,1591950,11553,516209,1,0,2025-03-12
MX,0030,84,1593542,11553,522713,1,0,2025-03-12
MX,0030,84,1593932,11553,517140,1,0,2025-03-12
MX,0030,84,1595061,11553,517263,1,0,2025-03-12
MX,0030,84,1595246,11553,522352,1,0,2025-03-12
MX,0030,84,1595801,11583,599587,1,0,2025-03-12
MX,0030,84,1595860,11553,522632,1,0,2025-03-12
MX,0030,84,1596189,11583,800060,1,0,2025-03-12
MX,0030,84,1596694,11583,522512,1,0,2025-03-12
MX,0030,84,1596694,11583,598801,1,0,2025-03-12
MX,0030,84,1596760,11583,599587,1,0,2025-03-12
MX,0030,84,1597053,11553,517262,1,0,2025-03-12
MX,0030,84,1598008,11553,598901,1,0,2025-03-12
MX,0030,84,1598201,11553,517140,1,0,2025-03-12
MX,0030,84,1598315,11583,522512,1,0,2025-03-12
MX,0030,84,1598353,11553,800054,1,0,2025-03-12
MX,0030,84,1598516,11553,522633,1,0,2025-03-12
MX,0030,84,1599166,11583,517140,1,0,2025-03-12
MX,0030,84,1599166,11583,622631,1,0,2025-03-12
MX,0030,84,1599452,11583,599228,1,0,2025-03-12
MX,0030,84,1599986,11553,599228,1,0,2025-03-12
MX,0030,84,1600024,11583,800058,1,0,2025-03-12
MX,0030,84,1600432,11553,599212,1,0,2025-03-12
MX,0030,84,1600850,11583,522512,1,0,2025-03-12
MX,0030,84,1601023,11553,517140,1,0,2025-03-12
MX,0030,84,1601113,11583,522632,1,0,2025-03-12
MX,0030,84,1601271,11553,599228,1,0,2025-03-12
MX,0030,84,1601527,11583,599228,1,0,2025-03-12
MX,0030,84,1601669,11553,599565,1,0,2025-03-12
MX,0030,84,1602089,11553,517140,1,0,2025-03-12
MX,0030,84,1602089,11553,800060,1,0,2025-03-12
MX,0030,84,1602638,11583,599228,1,0,2025-03-12
MX,0030,84,1602671,11583,598801,1,0,2025-03-12
MX,0030,84,1602747,11553,517263,1,0,2025-03-12
MX,0030,84,1602945,11583,76643,1,0,2025-03-12
MX,0030,84,1602991,11553,522576,1,0,2025-03-12
MX,0030,84,1603049,11553,522512,1,0,2025-03-12
MX,0030,84,1603526,11583,522512,1,0,2025-03-12
MX,0030,84,1603898,11583,598801,1,0,2025-03-12
MX,0030,84,1604066,11553,800060,1,0,2025-03-12
MX,0030,84,1604277,11583,522512,1,0,2025-03-12
MX,0030,84,1604277,11583,76643,1,0,2025-03-12
MX,0030,84,1604467,11553,522713,1,0,2025-03-12
MX,0030,84,1604604,11553,516209,1,0,2025-03-12
MX,0030,84,1604709,11553,522633,1,0,2025-03-12
MX,0030,84,1604785,11583,522512,1,0,2025-03-12
MX,0030,84,1604785,11583,522632,1,0,2025-03-12
MX,0030,84,1604883,11583,522512,1,0,2025-03-12
MX,0030,84,1605008,11553,599565,1,0,2025-03-12
MX,0030,84,1605140,11553,517263,1,0,2025-03-12
MX,0030,84,1605399,11553,517263,1,0,2025-03-12
MX,0030,84,1605546,11553,522576,1,0,2025-03-12
MX,0030,84,1605770,11583,598801,1,0,2025-03-12
MX,0030,112,1625291,10653,517140,1,0,2025-03-12
MX,0030,84,1630071,11583,622631,1,0,2025-03-12
MX,0030,112,1631814,10653,515614,1,0,2025-03-12
