Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,113,1557587,10744,517262,1,0,2025-05-08
MX,0030,113,1557587,10744,598901,1,0,2025-05-08
MX,0030,113,1557587,10744,522633,1,0,2025-05-08
MX,0030,113,1557588,10744,522352,1,0,2025-05-08
MX,0030,113,1557588,10744,517262,1,0,2025-05-08
MX,0030,113,1557590,10744,517262,1,0,2025-05-08
MX,0030,113,1557590,10744,523278,1,0,2025-05-08
MX,0030,113,1557592,10744,517262,1,0,2025-05-08
MX,0030,113,1557597,10744,517262,1,0,2025-05-08
MX,0030,113,1557600,10744,522713,1,0,2025-05-08
MX,0030,113,1557995,10744,517140,1,0,2025-05-08
MX,0030,113,1557998,10744,522512,1,0,2025-05-08
MX,0030,113,1557999,10744,522352,1,0,2025-05-08
MX,0030,113,1558000,10744,517262,1,0,2025-05-08
MX,0030,113,1558006,10744,517262,1,0,2025-05-08
MX,0030,113,1558006,10744,522633,1,0,2025-05-08
MX,0030,113,1558008,10744,517140,1,0,2025-05-08
MX,0030,113,1558011,10744,517262,1,0,2025-05-08
MX,0030,113,1558014,10744,517297,1,0,2025-05-08
MX,0030,113,1558021,10744,517262,1,0,2025-05-08
MX,0030,113,1558022,10744,517262,1,0,2025-05-08
MX,0030,113,1558026,10744,517262,1,0,2025-05-08
MX,0030,113,1558034,10744,517140,1,0,2025-05-08
MX,0030,113,1558039,10744,517262,1,0,2025-05-08
MX,0030,113,1558041,10744,517262,1,0,2025-05-08
MX,0030,113,1560298,10654,517262,1,0,2025-05-08
MX,0030,113,1560303,10654,522355,1,0,2025-05-08
MX,0030,113,1560304,10654,517140,1,0,2025-05-08
MX,0030,113,1560306,10654,800060,1,0,2025-05-08
MX,0030,113,1560306,10654,516209,1,0,2025-05-08
MX,0030,113,1560310,10654,522355,1,0,2025-05-08
MX,0030,113,1560311,10654,599228,1,0,2025-05-08
MX,0030,113,1560311,10654,800060,1,0,2025-05-08
MX,0030,113,1560312,10654,517263,1,0,2025-05-08
MX,0030,113,1560312,10654,598901,1,0,2025-05-08
MX,0030,113,1560312,10654,800060,1,0,2025-05-08
MX,0030,113,1560849,10654,517262,1,0,2025-05-08
MX,0030,113,1560857,10654,598901,1,0,2025-05-08
MX,0030,113,1560858,10654,517140,1,0,2025-05-08
MX,0030,113,1560859,10654,522353,1,0,2025-05-08
MX,0030,113,1560859,10654,517263,1,0,2025-05-08
MX,0030,113,1560862,10654,517140,1,0,2025-05-08
MX,0030,113,1562424,10744,517262,1,0,2025-05-08
MX,0030,113,1562428,10744,517262,1,0,2025-05-08
MX,0030,113,1562428,10744,800058,1,0,2025-05-08
MX,0030,113,1562428,10744,800054,1,0,2025-05-08
MX,0030,113,1562435,10744,517262,1,0,2025-05-08
MX,0030,113,1562452,10744,517140,1,0,2025-05-08
MX,0030,113,1562498,10744,517262,1,0,2025-05-08
MX,0030,113,1562498,10744,598901,1,0,2025-05-08
MX,0030,113,1562501,10744,522355,1,0,2025-05-08
MX,0030,113,1562501,10744,517262,1,0,2025-05-08
MX,0030,113,1562504,10744,517262,1,0,2025-05-08
MX,0030,113,1562829,10744,517262,1,0,2025-05-08
MX,0030,113,1563204,10654,517262,1,0,2025-05-08
MX,0030,113,1563204,10654,800060,1,0,2025-05-08
MX,0030,113,1563204,10654,598801,1,0,2025-05-08
MX,0030,113,1563205,10654,522512,1,0,2025-05-08
MX,0030,113,1563277,10744,517262,1,0,2025-05-08
MX,0030,113,1563294,10744,517262,1,0,2025-05-08
MX,0030,113,1563294,10744,598901,1,0,2025-05-08
MX,0030,113,1563340,10744,517262,1,0,2025-05-08
MX,0030,113,1563346,10744,522353,1,0,2025-05-08
MX,0030,113,1563353,10744,517140,1,0,2025-05-08
MX,0030,113,1563362,10744,598901,1,0,2025-05-08
MX,0030,113,1563370,10744,517262,1,0,2025-05-08
MX,0030,113,1563370,10744,523278,1,0,2025-05-08
MX,0030,113,1563370,10744,522633,1,0,2025-05-08
MX,0030,113,1589460,10744,517262,1,0,2025-05-08
MX,0030,84,1591425,11584,522353,1,0,2025-05-08
MX,0030,84,1591425,11584,517263,1,0,2025-05-08
MX,0030,84,1591425,11584,598801,1,0,2025-05-08
MX,0030,84,1591425,11584,800058,1,0,2025-05-08
MX,0030,84,1591811,11584,599587,1,0,2025-05-08
MX,0030,84,1591974,11554,522713,1,0,2025-05-08
MX,0030,84,1592025,11584,800058,1,0,2025-05-08
MX,0030,84,1592360,11584,517262,1,0,2025-05-08
MX,0030,84,1592447,11584,517263,1,0,2025-05-08
MX,0030,84,1592447,11584,800058,1,0,2025-05-08
MX,0030,84,1592447,11584,800071,1,0,2025-05-08
MX,0030,84,1592938,11554,598801,1,0,2025-05-08
MX,0030,84,1593406,11554,599590,1,0,2025-05-08
MX,0030,84,1594570,11584,517262,1,0,2025-05-08
MX,0030,84,1594932,11554,598801,1,0,2025-05-08
MX,0030,84,1595214,11584,522353,1,0,2025-05-08
MX,0030,84,1595713,11554,522355,1,0,2025-05-08
MX,0030,84,1595713,11554,517262,1,0,2025-05-08
MX,0030,84,1595713,11554,599590,1,0,2025-05-08
MX,0030,84,1596035,11584,522355,1,0,2025-05-08
MX,0030,84,1596102,11584,522355,1,0,2025-05-08
MX,0030,84,1596835,11554,517140,1,0,2025-05-08
MX,0030,84,1597976,11554,517140,1,0,2025-05-08
MX,0030,84,1598204,11554,522795,1,0,2025-05-08
MX,0030,84,1598204,11554,599212,1,0,2025-05-08
MX,0030,84,1598248,11584,517262,1,0,2025-05-08
MX,0030,84,1598257,11554,517140,1,0,2025-05-08
MX,0030,84,1598257,11554,598801,1,0,2025-05-08
MX,0030,84,1598341,11554,522795,1,0,2025-05-08
MX,0030,84,1598352,11554,522512,1,0,2025-05-08
MX,0030,84,1598810,11554,522512,1,0,2025-05-08
MX,0030,84,1598810,11554,598901,1,0,2025-05-08
MX,0030,84,1598810,11554,800060,1,0,2025-05-08
MX,0030,84,1599004,11554,522352,1,0,2025-05-08
MX,0030,84,1599004,11554,522512,1,0,2025-05-08
MX,0030,84,1599004,11554,598801,1,0,2025-05-08
MX,0030,84,1599102,11584,599228,1,0,2025-05-08
MX,0030,84,1599102,11584,800060,1,0,2025-05-08
MX,0030,84,1599250,11554,522355,1,0,2025-05-08
MX,0030,84,1599305,11554,522795,1,0,2025-05-08
MX,0030,84,1599352,11584,599212,1,0,2025-05-08
MX,0030,84,1599677,11584,522353,1,0,2025-05-08
MX,0030,84,1599677,11584,517262,1,0,2025-05-08
MX,0030,84,1599677,11584,599590,1,0,2025-05-08
MX,0030,84,1599751,11554,517262,1,0,2025-05-08
MX,0030,84,1600690,11584,517262,1,0,2025-05-08
