Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,112,1557587,10744,517262,1,0,2025-05-29
MX,0030,112,1557587,10744,598901,1,0,2025-05-29
MX,0030,112,1557587,10744,522633,1,0,2025-05-29
MX,0030,112,1557588,10744,517262,1,0,2025-05-29
MX,0030,112,1557590,10744,517262,1,0,2025-05-29
MX,0030,112,1557590,10744,523278,1,0,2025-05-29
MX,0030,112,1557592,10744,517262,1,0,2025-05-29
MX,0030,112,1557597,10744,522512,1,0,2025-05-29
MX,0030,112,1557600,10744,517140,1,0,2025-05-29
MX,0030,112,1557995,10744,517140,1,0,2025-05-29
MX,0030,112,1557998,10744,517262,1,0,2025-05-29
MX,0030,112,1557998,10744,516209,1,0,2025-05-29
MX,0030,112,1557999,10744,522352,1,0,2025-05-29
MX,0030,112,1558000,10744,517262,1,0,2025-05-29
MX,0030,112,1558006,10744,517262,1,0,2025-05-29
MX,0030,112,1558006,10744,598901,1,0,2025-05-29
MX,0030,112,1558006,10744,522633,1,0,2025-05-29
MX,0030,112,1558008,10744,517140,1,0,2025-05-29
MX,0030,112,1558011,10744,517262,1,0,2025-05-29
MX,0030,112,1558021,10744,517262,1,0,2025-05-29
MX,0030,112,1558022,10744,517262,1,0,2025-05-29
MX,0030,112,1558026,10744,517262,1,0,2025-05-29
MX,0030,112,1558039,10744,517262,1,0,2025-05-29
MX,0030,112,1558041,10744,517262,1,0,2025-05-29
MX,0030,112,1558041,10744,516209,1,0,2025-05-29
MX,0030,112,1560298,10654,517262,1,0,2025-05-29
MX,0030,112,1560303,10654,522355,1,0,2025-05-29
MX,0030,112,1560304,10654,522713,1,0,2025-05-29
MX,0030,112,1560306,10654,516209,1,0,2025-05-29
MX,0030,112,1560310,10654,522795,1,0,2025-05-29
MX,0030,112,1560311,10654,517146,1,0,2025-05-29
MX,0030,112,1560311,10654,522632,1,0,2025-05-29
MX,0030,112,1560312,10654,517146,1,0,2025-05-29
MX,0030,112,1560849,10654,517262,1,0,2025-05-29
MX,0030,112,1560857,10654,598901,1,0,2025-05-29
MX,0030,112,1560858,10654,517140,1,0,2025-05-29
MX,0030,112,1560859,10654,517263,1,0,2025-05-29
MX,0030,112,1560862,10654,517140,1,0,2025-05-29
MX,0030,112,1562424,10744,517262,1,0,2025-05-29
MX,0030,112,1562428,10744,517262,1,0,2025-05-29
MX,0030,112,1562435,10744,517140,1,0,2025-05-29
MX,0030,112,1562498,10744,517262,1,0,2025-05-29
MX,0030,112,1562498,10744,598901,1,0,2025-05-29
MX,0030,112,1562501,10744,517262,1,0,2025-05-29
