Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,84,1515055,11556,517140,1,0,2025-01-18
MX,0030,84,1515055,11556,500354,1,0,2025-01-18
MX,0030,84,1515055,11556,599876,1,0,2025-01-18
MX,0030,84,1515055,11556,516209,1,0,2025-01-18
MX,0030,84,1522056,11586,599212,1,0,2025-01-18
MX,0030,84,1522056,11586,522721,1,0,2025-01-18
MX,0030,84,1522069,11586,517297,1,0,2025-01-18
MX,0030,84,1522069,11586,500330,1,0,2025-01-18
MX,0030,84,1525552,11556,517140,1,0,2025-01-18
MX,0030,84,1525552,11556,523125,1,0,2025-01-18
MX,0030,84,1525552,11556,599587,1,0,2025-01-18
MX,0030,112,1560344,10656,76643,1,0,2025-01-18
MX,0030,112,1560344,10656,522576,1,0,2025-01-18
MX,0030,112,1560348,10656,522722,1,0,2025-01-18
MX,0030,112,1560348,10656,500171,1,0,2025-01-18
MX,0030,112,1560351,10656,500330,1,0,2025-01-18
MX,0030,112,1560361,10656,523125,1,0,2025-01-18
MX,0030,112,1560361,10656,522634,1,0,2025-01-18
MX,0030,112,1560362,10656,522634,1,0,2025-01-18
MX,0030,112,1560362,10656,522576,1,0,2025-01-18
MX,0030,112,1560395,10656,523125,1,0,2025-01-18
MX,0030,112,1560395,10656,522856,1,0,2025-01-18
MX,0030,112,1560395,10656,599876,1,0,2025-01-18
MX,0030,112,1560395,10656,599565,1,0,2025-01-18
MX,0030,112,1560912,10656,500330,1,0,2025-01-18
MX,0030,112,1560912,10656,800054,1,0,2025-01-18
MX,0030,112,1560912,10656,522576,1,0,2025-01-18
MX,0030,112,1560912,10656,599876,1,0,2025-01-18
MX,0030,112,1560916,10656,523125,1,0,2025-01-18
MX,0030,112,1560916,10656,598801,1,0,2025-01-18
MX,0030,112,1560999,10656,517262,1,0,2025-01-18
MX,0030,112,1561021,10656,523125,1,0,2025-01-18
MX,0030,112,1561021,10656,522442,1,0,2025-01-18
MX,0030,112,1561021,10656,522574,1,0,2025-01-18
MX,0030,112,1561021,10656,77401,1,0,2025-01-18
MX,0030,112,1561568,10656,523125,1,0,2025-01-18
MX,0030,112,1561568,10656,598801,1,0,2025-01-18
MX,0030,112,1561569,10656,523125,1,0,2025-01-18
MX,0030,112,1561569,10656,522634,1,0,2025-01-18
MX,0030,112,1561570,10656,523125,1,0,2025-01-18
MX,0030,112,1561571,10656,522576,1,0,2025-01-18
MX,0030,112,1561571,10656,500264,1,0,2025-01-18
MX,0030,112,1561572,10656,523125,1,0,2025-01-18
MX,0030,112,1561572,10656,522856,1,0,2025-01-18
MX,0030,112,1561574,10656,522512,1,0,2025-01-18
MX,0030,112,1563951,10656,522576,1,0,2025-01-18
MX,0030,112,1563951,10656,77400,1,0,2025-01-18
MX,0030,112,1563951,10656,500264,1,0,2025-01-18
MX,0030,112,1563951,10656,599876,1,0,2025-01-18
MX,0030,112,1563954,10656,522713,1,0,2025-01-18
MX,0030,112,1563954,10656,522795,1,0,2025-01-18
MX,0030,112,1563967,10656,522442,1,0,2025-01-18
MX,0030,112,1563967,10656,522632,1,0,2025-01-18
MX,0030,112,1564159,10656,522713,1,0,2025-01-18
MX,0030,112,1564159,10656,500264,1,0,2025-01-18
MX,0030,112,1564160,10656,599218,1,0,2025-01-18
MX,0030,112,1564165,10656,522442,1,0,2025-01-18
MX,0030,112,1564166,10656,523125,1,0,2025-01-18
MX,0030,112,1564168,10656,517263,1,0,2025-01-18
MX,0030,112,1564171,10656,598801,1,0,2025-01-18
MX,0030,112,1564171,10656,522795,1,0,2025-01-18
MX,0030,112,1564242,10656,517140,1,0,2025-01-18
MX,0030,112,1564259,10656,522512,1,0,2025-01-18
MX,0030,112,1564558,10656,523125,1,0,2025-01-18
MX,0030,112,1564558,10656,522442,1,0,2025-01-18
MX,0030,112,1564558,10656,522634,1,0,2025-01-18
MX,0030,112,1564558,10656,522576,1,0,2025-01-18
MX,0030,112,1588257,10656,523125,1,0,2025-01-18
MX,0030,112,1589769,10656,598901,1,0,2025-01-18
MX,0030,84,1591608,11586,599590,1,0,2025-01-18
MX,0030,84,1591798,11586,598801,1,0,2025-01-18
MX,0030,84,1592102,11586,522856,1,0,2025-01-18
MX,0030,84,1592102,11586,500264,1,0,2025-01-18
MX,0030,84,1592177,11586,517262,1,0,2025-01-18
MX,0030,84,1592177,11586,598801,1,0,2025-01-18
MX,0030,84,1592339,11586,523125,1,0,2025-01-18
MX,0030,84,1592339,11586,522632,1,0,2025-01-18
MX,0030,84,1592521,11586,522512,1,0,2025-01-18
MX,0030,84,1592521,11586,500330,1,0,2025-01-18
MX,0030,84,1592521,11586,515614,1,0,2025-01-18
MX,0030,84,1592521,11586,599837,1,0,2025-01-18
MX,0030,84,1592736,11556,523125,1,0,2025-01-18
MX,0030,84,1592736,11556,598901,1,0,2025-01-18
MX,0030,84,1593470,11586,522512,1,0,2025-01-18
MX,0030,84,1593470,11586,598901,1,0,2025-01-18
MX,0030,84,1593818,11556,523125,1,0,2025-01-18
MX,0030,84,1593818,11556,522632,1,0,2025-01-18
MX,0030,84,1593818,11556,522574,1,0,2025-01-18
MX,0030,84,1593818,11556,599876,1,0,2025-01-18
MX,0030,84,1594117,11556,500354,1,0,2025-01-18
MX,0030,84,1594117,11556,800058,1,0,2025-01-18
MX,0030,84,1594502,11556,598901,1,0,2025-01-18
MX,0030,84,1594502,11556,800054,1,0,2025-01-18
MX,0030,84,1594518,11556,523125,1,0,2025-01-18
MX,0030,84,1594518,11556,800054,1,0,2025-01-18
MX,0030,84,1594518,11556,522632,1,0,2025-01-18
MX,0030,84,1594518,11556,522576,1,0,2025-01-18
MX,0030,84,1594546,11556,522856,1,0,2025-01-18
MX,0030,84,1594580,11586,599228,1,0,2025-01-18
MX,0030,84,1594580,11586,500330,1,0,2025-01-18
MX,0030,84,1594890,11556,517146,1,0,2025-01-18
MX,0030,84,1594890,11556,500330,1,0,2025-01-18
MX,0030,84,1595009,11556,523125,1,0,2025-01-18
MX,0030,84,1595009,11556,598901,1,0,2025-01-18
MX,0030,84,1595037,11586,599832,1,0,2025-01-18
MX,0030,84,1595100,11556,598801,1,0,2025-01-18
MX,0030,84,1595177,11586,522442,1,0,2025-01-18
MX,0030,84,1595177,11586,522632,1,0,2025-01-18
MX,0030,84,1595177,11586,522574,1,0,2025-01-18
MX,0030,84,1595177,11586,77411,1,0,2025-01-18
MX,0030,84,1595342,11556,500330,1,0,2025-01-18
MX,0030,84,1595342,11556,599587,1,0,2025-01-18
MX,0030,84,1595708,11586,598901,1,0,2025-01-18
MX,0030,84,1595708,11586,800054,1,0,2025-01-18
MX,0030,84,1595708,11586,522632,1,0,2025-01-18
MX,0030,84,1595708,11586,522574,1,0,2025-01-18
MX,0030,84,1596538,11586,599212,1,0,2025-01-18
MX,0030,84,1596559,11556,517263,1,0,2025-01-18
MX,0030,84,1596567,11556,523125,1,0,2025-01-18
MX,0030,84,1596567,11556,800054,1,0,2025-01-18
MX,0030,84,1596567,11556,522632,1,0,2025-01-18
MX,0030,84,1596567,11556,522576,1,0,2025-01-18
MX,0030,84,1596872,11556,500330,1,0,2025-01-18
MX,0030,84,1597043,11586,599218,1,0,2025-01-18
MX,0030,84,1597043,11586,599587,1,0,2025-01-18
MX,0030,84,1597043,11586,500171,1,0,2025-01-18
MX,0030,84,1597043,11586,599837,1,0,2025-01-18
MX,0030,84,1597368,11586,76643,1,0,2025-01-18
MX,0030,84,1597368,11586,500264,1,0,2025-01-18
MX,0030,84,1597916,11556,523125,1,0,2025-01-18
MX,0030,84,1597916,11556,800054,1,0,2025-01-18
MX,0030,84,1597916,11556,522632,1,0,2025-01-18
MX,0030,84,1597916,11556,522576,1,0,2025-01-18
MX,0030,84,1598064,11586,517146,1,0,2025-01-18
MX,0030,84,1598190,11556,517146,1,0,2025-01-18
MX,0030,84,1598190,11556,500330,1,0,2025-01-18
MX,0030,84,1598190,11556,522795,1,0,2025-01-18
MX,0030,84,1598383,11586,800054,1,0,2025-01-18
MX,0030,84,1598383,11586,500264,1,0,2025-01-18
MX,0030,84,1598383,11586,599837,1,0,2025-01-18
MX,0030,84,1598519,11586,599590,1,0,2025-01-18
MX,0030,84,1598601,11586,523125,1,0,2025-01-18
MX,0030,84,1598601,11586,599587,1,0,2025-01-18
MX,0030,84,1598806,11586,599590,1,0,2025-01-18
MX,0030,84,1599011,11556,523125,1,0,2025-01-18
MX,0030,84,1599019,11556,523125,1,0,2025-01-18
MX,0030,84,1599019,11556,598901,1,0,2025-01-18
MX,0030,84,1599140,11586,522713,1,0,2025-01-18
MX,0030,84,1599140,11586,523125,1,0,2025-01-18
MX,0030,84,1599140,11586,598901,1,0,2025-01-18
MX,0030,84,1599178,11556,517140,1,0,2025-01-18
MX,0030,84,1599178,11556,500330,1,0,2025-01-18
MX,0030,84,1599178,11556,522721,1,0,2025-01-18
MX,0030,84,1599178,11556,515614,1,0,2025-01-18
MX,0030,84,1599308,11556,500330,1,0,2025-01-18
MX,0030,84,1599331,11556,522856,1,0,2025-01-18
MX,0030,84,1599583,11556,523125,1,0,2025-01-18
MX,0030,84,1599583,11556,800054,1,0,2025-01-18
MX,0030,84,1599583,11556,522632,1,0,2025-01-18
MX,0030,84,1599583,11556,522576,1,0,2025-01-18
MX,0030,84,1599696,11586,500354,1,0,2025-01-18
MX,0030,84,1599696,11586,599590,1,0,2025-01-18
MX,0030,84,1599696,11586,522856,1,0,2025-01-18
MX,0030,84,1599696,11586,599837,1,0,2025-01-18
