Pais,Compania,Sucursal,Cliente,Modulo,Producto,Cajas,Unidades,Fecha
MX,0030,84,1521319,11554,599565,1,0,2024-11-21
MX,0030,84,1521319,11554,522354,1,0,2024-11-21
MX,0030,84,1521319,11554,522519,1,0,2024-11-21
MX,0030,84,1521319,11554,522713,1,0,2024-11-21
MX,0030,112,1557587,10744,599909,1,0,2024-11-21
MX,0030,112,1557587,10744,599876,1,0,2024-11-21
MX,0030,112,1557587,10744,599587,1,0,2024-11-21
MX,0030,112,1557587,10744,522354,1,0,2024-11-21
MX,0030,112,1557588,10744,599590,1,0,2024-11-21
MX,0030,112,1557588,10744,522353,1,0,2024-11-21
MX,0030,112,1557590,10744,522353,1,0,2024-11-21
MX,0030,112,1557590,10744,522608,1,0,2024-11-21
MX,0030,112,1557592,10744,599913,1,0,2024-11-21
MX,0030,112,1557592,10744,522352,1,0,2024-11-21
MX,0030,112,1557597,10744,599876,1,0,2024-11-21
MX,0030,112,1557597,10744,522355,1,0,2024-11-21
MX,0030,112,1557600,10744,599212,1,0,2024-11-21
MX,0030,112,1557995,10744,599590,1,0,2024-11-21
MX,0030,112,1557995,10744,522351,1,0,2024-11-21
MX,0030,112,1557998,10744,522512,1,0,2024-11-21
MX,0030,112,1557998,10744,599876,1,0,2024-11-21
MX,0030,112,1557999,10744,599590,1,0,2024-11-21
MX,0030,112,1558000,10744,599909,1,0,2024-11-21
MX,0030,112,1558000,10744,522662,1,0,2024-11-21
MX,0030,112,1558001,10744,522577,1,0,2024-11-21
MX,0030,112,1558001,10744,522662,1,0,2024-11-21
MX,0030,112,1558002,10744,522577,1,0,2024-11-21
MX,0030,112,1558002,10744,522662,1,0,2024-11-21
MX,0030,112,1558006,10744,517263,1,0,2024-11-21
MX,0030,112,1558006,10744,599876,1,0,2024-11-21
MX,0030,112,1558006,10744,522795,1,0,2024-11-21
MX,0030,112,1558006,10744,500354,1,0,2024-11-21
MX,0030,112,1558007,10744,599836,1,0,2024-11-21
MX,0030,112,1558007,10744,522577,1,0,2024-11-21
MX,0030,112,1558008,10744,599587,1,0,2024-11-21
MX,0030,112,1558009,10744,522577,1,0,2024-11-21
MX,0030,112,1558009,10744,522662,1,0,2024-11-21
MX,0030,112,1558011,10744,522661,1,0,2024-11-21
MX,0030,112,1558011,10744,522634,1,0,2024-11-21
MX,0030,112,1558011,10744,523125,1,0,2024-11-21
MX,0030,112,1558011,10744,599231,1,0,2024-11-21
MX,0030,112,1558014,10744,522663,1,0,2024-11-21
MX,0030,112,1558014,10744,599913,1,0,2024-11-21
MX,0030,112,1558015,10744,522577,1,0,2024-11-21
MX,0030,112,1558015,10744,522662,1,0,2024-11-21
MX,0030,112,1558021,10744,599909,1,0,2024-11-21
MX,0030,112,1558021,10744,522354,1,0,2024-11-21
MX,0030,112,1558022,10744,522663,1,0,2024-11-21
MX,0030,112,1558022,10744,500354,1,0,2024-11-21
MX,0030,112,1558022,10744,598901,1,0,2024-11-21
MX,0030,112,1558022,10744,522632,1,0,2024-11-21
MX,0030,112,1558026,10744,522661,1,0,2024-11-21
MX,0030,112,1558026,10744,599913,1,0,2024-11-21
MX,0030,112,1558032,10744,522795,1,0,2024-11-21
MX,0030,112,1558032,10744,522856,1,0,2024-11-21
MX,0030,112,1558034,10744,599836,1,0,2024-11-21
MX,0030,112,1558034,10744,599565,1,0,2024-11-21
MX,0030,112,1558039,10744,522661,1,0,2024-11-21
MX,0030,112,1558039,10744,522442,1,0,2024-11-21
MX,0030,112,1558039,10744,523125,1,0,2024-11-21
MX,0030,112,1558039,10744,522632,1,0,2024-11-21
MX,0030,112,1558041,10744,599228,1,0,2024-11-21
MX,0030,112,1558041,10744,599876,1,0,2024-11-21
MX,0030,112,1558678,10654,522663,1,0,2024-11-21
MX,0030,112,1558678,10654,509826,1,0,2024-11-21
MX,0030,112,1558678,10654,622631,1,0,2024-11-21
MX,0030,112,1558678,10654,523125,1,0,2024-11-21
MX,0030,112,1560298,10654,598801,1,0,2024-11-21
MX,0030,112,1560303,10654,522354,1,0,2024-11-21
MX,0030,112,1560304,10654,500330,1,0,2024-11-21
MX,0030,112,1560306,10654,522661,1,0,2024-11-21
MX,0030,112,1560306,10654,599836,1,0,2024-11-21
MX,0030,112,1560310,10654,517263,1,0,2024-11-21
MX,0030,112,1560310,10654,598801,1,0,2024-11-21
MX,0030,112,1560311,10654,599212,1,0,2024-11-21
MX,0030,112,1560311,10654,599913,1,0,2024-11-21
MX,0030,112,1560311,10654,599587,1,0,2024-11-21
MX,0030,112,1560312,10654,599227,1,0,2024-11-21
